,token,RT,brown_bigram_surprisal,length,index
1242,up,347.58241758241763,2.0716145038604736,2,1242
1243,to,340.4021739130435,0.9451245665550232,2,1243
1244,the,341.69565217391306,0.8707906603813171,3,1244
1245,sky,343.5934065934066,3.2534432411193848,3,1245
1246,would,390.1739130434784,3.112194538116455,5,1246
1247,be,391.032967032967,0.651138961315155,2,1247
1248,ideal.,394.8021978021977,4.2732038497924805,6,1248
1249,The,403.4021739130435,0.9189621806144714,3,1249
1250,sun,384.08791208791206,3.0020298957824707,3,1250
1251,understood,413.2826086956522,4.464119911193848,10,1251
1252,Aqua's,376.7826086956521,5.942650318145752,6,1252
1253,request,374.19780219780216,4.282133102416992,7,1253
1254,came,367.19780219780216,3.5479631423950195,4,1254
1255,from,401.69565217391306,1.2126415967941284,4,1255
1256,his,347.80434782608694,1.4823440313339231,3,1256
1257,"heart,",367.6263736263736,2.4497196674346924,6,1257
1258,so,394.2197802197802,3.334211587905884,2,1258
1259,he,378.75,1.657320857048035,2,1259
1260,acquiesced,479.3516483516484,6.316461563110352,10,1260
1261,and,427.01098901098896,0.5864859819412231,3,1261
1262,also,369.57608695652175,2.666634559631348,4,1262
1263,took,356.69565217391306,3.3810532093048096,4,1263
1264,ever,350.054945054945,4.08278751373291,4,1264
1265,so,398.3516483516484,3.2445874214172363,2,1265
1266,many,393.0967741935484,1.4929934740066528,4,1266
1267,other,358.6703296703297,1.553943395614624,5,1267
1268,"drops,",387.4623655913978,4.825209617614746,6,1268
1269,so,374.1648351648352,3.067921638488769,2,1269
1270,that,371.4239130434783,0.9194243550300598,4,1270
1271,Aqua,364.978021978022,6.333697319030762,4,1271
1272,might,355.8369565217391,3.185798168182373,5,1272
1273,not,333.7159090909091,1.4896968603134155,3,1273
1274,be,319.7444444444444,1.3508882522583008,2,1274
1275,lonesome,370.5,5.884074687957764,8,1275
1276,on,402.25,2.337898731231689,2,1276
1277,the,344.45054945054943,0.4352611899375915,3,1277
1278,way.,328.032967032967,2.459146738052368,4,1278
1279,It,378.6304347826087,1.4451422691345217,2,1279
1280,was,327.55056179775283,0.8285530209541321,3,1280
1281,only,331.2888888888889,2.115593671798706,4,1281
1282,the,349.4555555555556,1.2015191316604614,3,1282
1283,sun,369.28571428571433,3.0020298957824707,3,1283
1284,that,336.6703296703297,2.594138860702514,4,1284
1285,knew,357.92307692307685,4.298418521881104,4,1285
1286,"this,",336.41111111111115,2.024033546447754,5,1286
1287,"however,",367.7555555555556,5.232229709625244,8,1287
1288,for,358.68131868131866,3.3476665019989014,3,1288
1289,all,341.010989010989,1.9220339059829712,3,1289
1290,the,326.0434782608696,0.8378615975379944,3,1290
1291,other,340.4021739130435,2.2207162380218506,5,1291
1292,drops,342.7362637362637,4.825209617614746,5,1292
1293,had,340.8131868131868,2.696324348449707,3,1293
1294,been,346.0869565217392,0.8302170634269714,4,1294
1295,changed,351.19565217391306,3.388517379760742,7,1295
1296,into,378.01098901098896,1.9861512184143064,4,1296
1297,fine,382.9673913043478,4.456308841705322,4,1297
1298,mist,375.4021739130435,5.031850337982178,4,1298
1299,or,382.50549450549454,2.483585834503174,2,1299
1300,vapor,366.5869565217391,5.100947380065918,5,1300
1301,and,355.7608695652174,1.9979532957077024,3,1301
1302,Aqua,372.4175824175824,6.180140495300293,4,1302
1303,could,379.5714285714286,2.958160161972046,5,1303
1304,not,385.4347826086957,0.9350193738937378,3,1304
1305,see,352.7391304347826,2.366866111755371,3,1305
1306,them.,355.78888888888895,1.662270188331604,5,1306
1307,Do,394.978021978022,2.962796211242676,2,1307
1308,you,367.1630434782608,1.0348122119903564,3,1308
1309,know,342.8695652173913,1.501065015792847,4,1309
1310,what,333.2967032967033,1.023692607879639,4,1310
1311,vapor,330.25274725274727,5.417511940002441,5,1311
1312,is?,402.8913043478261,2.506817579269409,3,1312
1313,If,387.3043478260869,1.9141621589660645,2,1313
1314,you,343.3956043956044,0.987995147705078,3,1314
1315,breathe,375.9673913043479,5.632464408874512,7,1315
1316,into,370.3595505617977,2.8526949882507324,4,1316
1317,the,333.9021739130435,0.4222069680690765,3,1317
1318,"air,",348.1739130434783,2.8419175148010254,4,1318
1319,when,352.25274725274727,3.1745548248291016,4,1319
1320,it,336.6153846153846,1.338571071624756,2,1320
1321,is,323.49450549450546,0.7738510370254517,2,1321
1322,cold,318.6444444444445,4.297909736633301,4,1322
1323,"enough,",378.8131868131868,2.7901196479797363,7,1323
1324,you,345.7608695652173,3.0874288082122803,3,1324
1325,will,324.33333333333337,1.603761076927185,4,1325
1326,see,312.2555555555556,2.3232991695404053,3,1326
1327,it,318.2197802197802,1.524256467819214,2,1327
1328,coming,355.032967032967,4.299927711486816,6,1328
1329,out,327.5280898876405,1.4907702207565308,3,1329
1330,of,313.7444444444444,0.5862274169921875,2,1330
1331,your,301.2857142857143,2.582611322402954,4,1331
1332,mouth,301.9450549450549,3.523110628128052,5,1332
1333,thick,352.5666666666667,4.441867828369141,5,1333
1334,and,332.6629213483146,0.9795686602592468,3,1334
1335,fast,342.84444444444443,4.206628799438477,4,1335
1336,like,314.7,3.32666540145874,4,1336
1337,steam.,349.4782608695652,5.167892456054688,6,1337
1338,When,413.97802197802207,2.0042643547058105,4,1338
1339,the,374.3695652173913,0.7433745861053467,3,1339
1340,vapor,331.7802197802198,4.776889324188232,5,1340
1341,is,328.52747252747247,2.506817579269409,2,1341
1342,quite,359.80219780219784,2.571525812149048,5,1342
1343,near,357.8478260869565,3.789209365844727,4,1343
1344,the,338.53846153846155,0.4496148228645324,3,1344
1345,"earth,",328.7444444444444,3.015918970108032,6,1345
1346,we,372.12222222222215,3.5312819480896,2,1346
1347,call,314.09890109890114,2.6713335514068604,4,1347
1348,it,301.89130434782606,1.3306735754013062,2,1348
1349,'fog'.,347.4347826086957,5.530860424041748,6,1349
1350,Into,409.47252747252753,3.5576651096343994,4,1350
1351,vapor,361.8571428571428,5.353782653808594,5,1351
1352,the,404.6847826086957,2.3214595317840576,3,1352
1353,water,365.5869565217392,2.839059829711914,5,1353
1354,drops,349.6630434782609,4.954713821411133,5,1354
1355,that,345.56043956043953,2.420510053634644,4,1355
1356,danced,405.8586956521739,5.405869007110596,6,1356
1357,in,339.42391304347825,1.0048248767852783,2,1357
1358,the,333.0434782608696,0.5470973253250122,3,1358
1359,ocean,320.68131868131866,3.566779613494873,5,1359
1360,had,337.3913043478261,2.03820276260376,3,1360
1361,been,348.1413043478261,0.8302170634269714,4,1361
1362,"changed,",366.2417582417582,3.388517379760742,8,1362
1363,because,391.8021978021977,3.4109907150268555,7,1363
1364,in,330.5434782608696,2.2813854217529297,2,1364
1365,their,320.0652173913044,1.9129403829574585,5,1365
1366,own,312.4891304347826,1.259750247001648,3,1366
1367,shape,319.0869565217391,4.213833808898926,5,1367
1368,they,333.8586956521739,3.378446102142334,4,1368
1369,were,324.42857142857144,0.9213223457336426,4,1369
1370,too,332.8586956521739,2.4318888187408447,3,1370
1371,heavy,331.8260869565217,2.958568334579468,5,1371
1372,for,338.8681318681318,2.1800737380981445,3,1372
1373,the,316.0869565217391,0.7050951719284058,3,1373
1374,sunbeams,369.4021739130435,6.3352131843566895,8,1374
1375,that,409.84615384615387,2.2144880294799805,4,1375
1376,the,347.0659340659341,0.8798593282699585,3,1376
1377,sun,372.6304347826087,3.0020298957824707,3,1377
1378,let,337.0434782608696,4.072733879089356,3,1378
1379,out,328.91208791208794,1.7580240964889526,3,1379
1380,to,329.0869565217391,1.2364161014556885,2,1380
1381,carry.,343.11956521739137,2.817083835601806,6,1381
1382,Higher,404.0777777777778,4.023032188415527,6,1382
1383,and,395.0217391304348,1.4984666109085083,3,1383
1384,higher,345.50549450549454,3.625953197479248,6,1384
1385,they,352.9891304347826,3.3043880462646484,4,1385
1386,"sailed,",325.5652173913043,3.601856231689453,7,1386
1387,and,333.8586956521739,1.8096036911010744,3,1387
1388,though,347.2197802197802,3.370326519012451,6,1388
1389,it,377.4565217391304,0.9813595414161682,2,1389
1390,was,370.46739130434776,0.8285530209541321,3,1390
1391,"grand,",345.8021978021978,4.8373637199401855,6,1391
1392,Aqua,370.1428571428572,5.863471031188965,4,1392
1393,and,363.6373626373626,1.6883405447006226,3,1393
1394,his,369.6521739130435,1.9398984909057613,3,1394
1395,friends,334.1413043478261,2.6666154861450195,7,1395
1396,were,350.2608695652173,1.4602123498916626,4,1396
1397,like,306.88043478260863,2.527446985244751,4,1397
1398,fish,297.36956521739137,4.94693660736084,4,1398
1399,out,331.0217391304348,2.939380168914795,3,1399
1400,of,310.85714285714283,0.5862274169921875,2,1400
1401,"water,",314.15384615384613,2.7155745029449463,6,1401
1402,so,328.3846153846154,3.344241142272949,2,1402
1403,they,331.13043478260863,2.014821052551269,4,1403
1404,grew,331.17391304347825,3.339128255844116,4,1404
1405,quite,317.1648351648352,2.401175022125244,5,1405
1406,dizzy.,361.9347826086957,5.347556114196777,6,1406
1407,They,365.2826086956521,1.8077789545059204,4,1407
1408,enjoyed,390.0543478260869,4.088545322418213,7,1408
1409,looking,332.6,3.98237657546997,7,1409
1410,down,329.30434782608694,1.4636948108673096,4,1410
1411,on,311.1630434782609,1.227282166481018,2,1411
1412,the,316.8804347826087,0.4352611899375915,3,1412
1413,world,304.3369565217391,2.2824411392211914,5,1413
1414,"below,",312.4725274725276,4.285260677337647,6,1414
1415,while,342.1413043478261,3.7161145210266113,5,1415
1416,the,322.1086956521739,0.7808727025985718,3,1416
1417,wind,336.0217391304348,3.457150220870972,4,1417
1418,scattered,337.7555555555556,4.607726573944092,9,1418
1419,them,338.19565217391306,3.017188549041748,4,1419
1420,across,339.7391304347827,3.223307132720948,6,1420
1421,the,326.1304347826087,0.1829743981361389,3,1421
1422,four,334.8260869565217,3.268730640411377,4,1422
1423,corners,352.3695652173913,3.161362886428833,7,1423
1424,of,328.3736263736264,0.6847201585769653,2,1424
1425,the,302.2717391304348,0.5706213116645813,3,1425
1426,"earth,",318.4782608695652,3.015918970108032,6,1426
1427,but,339.61956521739125,3.275381803512573,3,1427
1428,after,333.96739130434787,2.429456949234009,5,1428
1429,a,297.17391304347825,1.0072379112243652,1,1429
1430,while,297.9021739130435,2.6228737831115723,5,1430
1431,it,294.3804347826087,1.7108142375946045,2,1431
1432,grew,293.5,4.393186569213867,4,1432
1433,nearly,296.92391304347825,4.074554443359375,6,1433
1434,time,320.5760869565217,3.5522384643554688,4,1434
1435,for,383.3586956521739,1.598451018333435,3,1435
1436,the,320.82222222222225,0.7050951719284058,3,1436
1437,sun,298.0434782608696,3.0020298957824707,3,1437
1438,to,298.8695652173913,1.8891685009002688,2,1438
1439,go,292.6630434782609,2.1279187202453613,2,1439
1440,to,303.1630434782609,0.7669937014579773,2,1440
1441,bed.,321.8913043478261,3.274935483932495,4,1441
1442,He,359.6593406593407,1.2823857069015503,2,1442
1443,became,329.34065934065933,2.517571210861206,6,1443
1444,very,306.5978260869565,2.9291789531707764,4,1444
1445,red,345.52173913043475,4.15187406539917,3,1445
1446,in,323.19565217391306,1.942113161087036,2,1446
1447,the,309.8804347826087,0.5470973253250122,3,1447
1448,"face,",322.70652173913044,3.1135025024414062,5,1448
1449,and,311.6630434782609,1.2571170330047607,3,1449
1450,began,344.7608695652173,2.942962169647217,5,1450
1451,to,314.5652173913043,0.3497701287269592,2,1451
1452,sink,318.0978260869565,3.594642162322998,4,1452
1453,lower,312.989010989011,1.97276771068573,5,1453
1454,and,327.9782608695652,1.315249800682068,3,1454
1455,"lower,",314.1098901098901,3.653193712234497,6,1455
1456,until,328.8791208791209,3.414823293685913,5,1456
1457,suddenly,324.4725274725275,2.69961166381836,8,1457
1458,he,315.83516483516485,1.4258463382720947,2,1458
1459,went,315.68131868131866,2.044553518295288,4,1459
1460,clear,327.6521739130435,4.466866970062256,5,1460
1461,out,349.1847826086957,3.2884676456451416,3,1461
1462,of,336.78260869565213,0.5862274169921875,2,1462
1463,sight!,338.6739130434783,3.553173065185547,6,1463
1464,Poor,375.2934782608696,3.800690650939941,4,1464
1465,little,343.978021978022,3.5930511951446533,6,1465
1466,"Aqua,",320.15384615384613,5.914806365966797,5,1466
1467,frightened,353.9021739130435,4.282133102416992,10,1467
1468,by,349.4725274725276,1.900454878807068,2,1468
1469,the,323.7692307692308,0.5911795496940613,3,1469
1470,impending,335.05434782608694,5.291751861572266,9,1470
1471,cold,346.35555555555555,3.981710910797119,4,1471
1472,and,337.9130434782609,1.1582098007202148,3,1472
1473,"darkness,",333.7717391304348,4.686634540557861,9,1473
1474,wished,346.0769230769231,4.476531982421875,6,1474
1475,he,332.67391304347825,1.3231390714645386,2,1475
1476,could,330.9021739130435,1.5325886011123655,5,1476
1477,sleep,316.3736263736264,4.692636013031006,5,1477
1478,not,318.6413043478261,3.380876302719116,3,1478
1479,in,321.4065934065934,1.7735499143600464,2,1479
1480,the,324.5164835164835,0.5470973253250122,3,1480
1481,"sky,",322.5714285714286,3.2534432411193848,4,1481
1482,but,313.6304347826087,3.2703185081481934,3,1482
1483,somewhere,330.9010989010989,4.755369663238525,9,1483
1484,closer,342.21111111111105,4.339304924011231,6,1484
1485,to,307.49450549450546,0.34168541431427,2,1485
1486,earth.,310.13186813186815,3.583024024963379,6,1486
1487,Then,367.5978260869565,2.206169843673706,4,1487
1488,Aqua,349.16483516483515,6.105064868927002,4,1488
1489,heard,351.9565217391304,3.832216024398804,5,1489
1490,the,313.9782608695652,0.8429853916168213,3,1490
1491,wind,316.8369565217391,3.457150220870972,4,1491
1492,blow,310.7608695652174,4.646263122558594,4,1492
1493,and,328.36263736263743,1.7315998077392578,3,1493
1494,conjectured,386.2608695652173,6.030075550079346,11,1494
1495,that,381.2065217391304,0.605125904083252,4,1495
1496,maybe,344.0,3.5998997688293457,5,1496
1497,the,335.28260869565213,1.6187868118286133,3,1497
1498,wind,320.7282608695652,3.457150220870972,4,1498
1499,could,330.18888888888887,3.3025951385498047,5,1499
1500,take,312.30434782608694,2.102040529251098,4,1500
1501,him,311.9347826086957,1.7925958633422852,3,1501
1502,back,309.8351648351648,2.1900436878204346,4,1502
1503,down,295.6304347826087,2.1601784229278564,4,1503
1504,to,309.6043956043956,0.9453610181808472,2,1504
1505,the,302.0217391304348,0.8707906603813171,3,1505
1506,ocean.,322.0760869565217,3.566779613494873,6,1506
1507,"Indeed,",364.0109890109891,3.0935380458831787,7,1507
1508,the,328.51111111111106,1.6071796417236328,3,1508
1509,wind,317.0769230769231,3.457150220870972,4,1509
1510,took,315.6,3.716030836105346,4,1510
1511,pity,322.3478260869565,5.132499694824219,4,1511
1512,on,303.21111111111105,2.411828994750977,2,1512
1513,him,306.7912087912088,2.2668280601501465,3,1513
1514,and,290.2282608695652,1.3665577173233032,3,1514
1515,fanned,303.7802197802198,5.633750915527344,6,1515
1516,"him,",340.34065934065933,2.888829231262207,4,1516
1517,together,355.30769230769226,4.208195686340332,8,1517
1518,with,325.1521739130435,1.0131754875183103,4,1518
1519,all,317.4021739130435,2.084735155105591,3,1519
1520,of,299.5217391304348,1.1911364793777466,2,1520
1521,his,287.7142857142857,1.642261266708374,3,1521
1522,brothers,338.7692307692308,2.955399990081787,8,1522
1523,and,315.74444444444447,0.9346942901611328,3,1523
1524,"sisters,",297.8181818181818,4.01762056350708,8,1524
1525,into,335.83333333333337,2.9489004611968994,4,1525
1526,a,296.3111111111112,0.9172335267066956,1,1526
1527,heavy,295.4725274725275,3.156076669692993,5,1527
1528,gray,299.97777777777776,4.115722179412842,4,1528
1529,"cloud,",342.54945054945057,4.698177337646484,6,1529
1530,after,337.032967032967,3.331897735595703,5,1530
1531,which,373.73626373626365,2.3848023414611816,5,1531
1532,he,321.86813186813185,1.3254655599594116,2,1532
1533,blew,338.64835164835165,4.536332607269287,4,1533
1534,them,308.7934782608696,3.045271635055542,4,1534
1535,apart,304.44565217391306,4.734152793884277,5,1535
1536,and,340.6086956521739,1.164186954498291,3,1536
1537,told,322.5217391304348,3.17892861366272,4,1537
1538,them,308.2333333333333,1.4484739303588867,4,1538
1539,to,292.02197802197804,1.1838154792785645,2,1539
1540,hurry,312.8260869565217,3.848307847976685,5,1540
1541,"down,",293.7333333333333,1.5963252782821655,5,1541
1542,fast,320.7912087912088,3.541062831878662,4,1542
1543,and,317.42857142857144,1.259743571281433,3,1543
1544,furious,322.1098901098901,5.633750915527344,7,1544
1545,to,317.1195652173913,2.109302282333374,2,1545
1546,the,289.3296703296703,0.8707906603813171,3,1546
1547,"earth,",288.42857142857144,3.015918970108032,6,1547
1548,so,307.6847826086956,3.323142766952514,2,1548
1549,they,297.2717391304348,2.014821052551269,4,1549
1550,could,287.92391304347825,1.5657052993774414,5,1550
1551,have,292.4725274725275,1.253874659538269,4,1551
1552,a,295.2065217391304,1.1785600185394287,1,1552
1553,fighting,327.7934782608696,4.370341300964356,8,1553
1554,chance,305.4673913043478,4.314689636230469,6,1554
1555,of,305.9891304347826,0.9093189239501952,2,1555
1556,reaching,308.8666666666667,4.910371780395508,8,1556
1557,the,290.02222222222224,0.7072007656097412,3,1557
1558,ocean.,305.2637362637363,3.566779613494873,6,1558
1559,Down,354.967032967033,3.805765628814697,4,1559
1560,they,333.0444444444444,3.7626876831054688,4,1560
1561,"went,",327.2222222222223,2.1290295124053955,5,1561
1562,rolling,298.54945054945057,5.246240139007568,7,1562
1563,over,305.1521739130435,2.9893712997436523,4,1563
1564,each,322.20879120879124,3.073563814163208,4,1564
1565,other,311.6555555555556,0.9229329228401184,5,1565
1566,until,318.1847826086957,3.3499326705932617,5,1566
1567,with,311.1086956521739,2.7553985118865967,4,1567
1568,a,304.1555555555556,0.898048996925354,1,1568
1569,patter,300.46666666666664,5.907042980194092,6,1569
1570,and,309.64835164835165,0.5068387985229492,3,1570
1571,clatter,324.3777777777778,5.0124101638793945,7,1571
1572,and,315.20652173913044,1.8096036911010744,3,1572
1573,spatter,328.21739130434787,5.027946472167969,7,1573
1574,they,317.83516483516485,3.087721109390259,4,1574
1575,touched,346.1428571428571,4.085984230041504,7,1575
1576,the,310.7977528089888,0.8726319670677185,3,1576
1577,"ground,",314.7032967032967,2.8470568656921387,7,1577
1578,and,334.67032967032964,1.2768911123275757,3,1578
1579,all,316.44444444444446,2.385070562362671,3,1579
1580,the,309.85555555555555,0.8378615975379944,3,1580
1581,people,322.1460674157304,2.7075657844543457,6,1581
1582,that,310.1777777777778,2.448685646057129,4,1582
1583,the,295.6703296703297,0.8798593282699585,3,1583
1584,raindrops,331.0888888888889,6.185148239135742,9,1584
1585,fell,325.7472527472528,3.967365503311157,4,1585
1586,on,333.4782608695652,1.284656047821045,2,1586
1587,"cried,",328.6195652173913,5.17096757888794,6,1587
1588,'It's,388.8666666666667,3.36289930343628,5,1588
1589,"raining',",359.9021739130435,5.245589256286621,9,1589
1590,and,344.53846153846155,1.3088303804397583,3,1590
1591,took,333.08888888888885,2.941222667694092,4,1591
1592,out,323.4347826086957,1.5967127084732056,3,1592
1593,their,343.2307692307692,2.854084014892578,5,1593
1594,umbrellas.,318.34065934065933,5.511073112487793,10,1594
1595,Some,332.31868131868134,2.433095216751098,4,1595
1596,of,318.4021739130435,0.7185996174812317,2,1596
1597,the,301.44565217391306,0.5706213116645813,3,1597
1598,drops,300.9565217391304,4.710846900939941,5,1598
1599,that,331.69230769230774,2.420510053634644,4,1599
1600,were,289.6777777777778,2.325669527053833,4,1600
1601,the,308.43956043956047,1.5151302814483645,3,1601
1602,most,314.4782608695652,2.2198173999786377,4,1602
1603,"fortunate,",345.6777777777777,4.95158576965332,10,1603
1604,including,402.75824175824175,4.31393575668335,9,1604
1605,"Aqua,",343.9347826086957,5.940895080566406,5,1605
1606,fell,360.9673913043479,3.846102476119995,4,1606
1607,on,336.9565217391304,1.284656047821045,2,1607
1608,a,320.0,1.141811728477478,1,1608
1609,"mountainside,",433.1208791208791,4.916412353515625,13,1609
1610,and,392.1195652173913,1.8096036911010744,3,1610
1611,down,355.2608695652174,2.8328988552093506,4,1611
1612,the,323.4065934065934,0.7197420001029968,3,1612
1613,rocky,323.7362637362637,4.174191951751709,5,1613
1614,cliff,330.9782608695652,4.9401044845581055,5,1614
1615,they,345.80219780219784,3.158365726470948,4,1615
1616,ran.,332.30769230769226,2.733660697937012,4,1616
1617,Together,386.1868131868132,3.9198737144470215,8,1617
1618,they,345.6043956043956,1.60564386844635,4,1618
1619,plunged,339.27472527472526,5.438436985015869,7,1619
1620,into,333.94444444444446,0.514543890953064,4,1620
1621,a,317.85714285714283,0.9172335267066956,1,1621
1622,mountain,313.8,4.3031439781188965,8,1622
1623,"brook,",342.3736263736264,5.425448417663574,6,1623
1624,which,354.15730337078656,2.6912097930908203,5,1624
1625,came,353.7032967032967,2.7579708099365234,4,1625
1626,foaming,352.30769230769226,5.930586814880371,7,1626
1627,and,333.3111111111112,1.8096036911010744,3,1627
1628,dashing,388.6593406593407,5.777238845825195,7,1628
1629,"along,",345.67391304347825,3.4353268146514893,6,1629
1630,leaping,337.65934065934067,6.0362467765808105,7,1630
1631,over,331.7,2.9276063442230225,4,1631
1632,rocks,335.54945054945057,5.054417610168457,5,1632
1633,and,326.17391304347825,0.714762806892395,3,1633
1634,rushing,309.2696629213483,5.204297065734863,7,1634
1635,down,332.2967032967033,3.1390419006347656,4,1635
1636,the,338.25274725274727,0.7197420001029968,3,1636
1637,"hillside,",330.33333333333337,4.405706405639648,9,1637
1638,until,349.4777777777778,3.341508150100708,5,1638
1639,in,337.46739130434787,2.236378669738769,2,1639
1640,the,296.9891304347826,0.5470973253250122,3,1640
1641,valley,289.0760869565217,3.3319509029388428,6,1641
1642,below,300.7362637362637,2.46508526802063,5,1642
1643,they,296.5111111111111,3.4495670795440674,4,1643
1644,heard,307.7,2.6732099056243896,5,1644
1645,the,302.8901098901099,0.8429853916168213,3,1645
1646,strangest,334.01098901098896,5.383559703826904,9,1646
1647,clattering,353.16666666666663,5.602208137512207,10,1647
1648,noise.,356.35164835164835,4.384554862976074,6,1648
1649,The,371.31111111111113,0.9189621806144714,3,1649
1650,little,352.44565217391306,2.912571668624878,6,1650
1651,water,326.0,2.900304317474365,5,1651
1652,drops,319.1758241758242,4.954713821411133,5,1652
1653,were,312.967032967033,2.7170233726501465,4,1653
1654,then,317.5978260869565,2.267822027206421,4,1654
1655,able,318.6521739130435,3.685062885284424,4,1655
1656,to,302.0769230769231,0.0562433898448944,2,1656
1657,make,304.65934065934067,1.8688782453536987,4,1657
1658,out,311.7717391304348,2.059911012649536,3,1658
1659,a,310.8260869565217,1.562045931816101,1,1659
1660,flour,308.58888888888885,5.380393505096436,5,1660
1661,mill,361.9230769230769,5.0483479499816895,4,1661
1662,that,358.43956043956047,1.576148509979248,4,1662
1663,was,364.1847826086957,1.7445528507232666,3,1663
1664,standing,337.87912087912093,2.850654125213623,8,1664
1665,on,315.7608695652174,1.236737608909607,2,1665
1666,the,326.4835164835165,0.4352611899375915,3,1666
1667,bank.,321.6413043478261,3.419296979904175,5,1667
1668,Inside,347.6179775280899,3.716646909713745,6,1668
1669,the,327.2934782608696,0.577705979347229,3,1669
1670,"mill,",314.8111111111112,5.1310200691223145,5,1670
1671,the,304.7692307692308,2.154972791671753,3,1671
1672,water,321.05494505494505,2.839059829711914,5,1672
1673,drops,298.27472527472526,4.954713821411133,5,1673
1674,saw,308.7391304347826,3.919413805007935,3,1674
1675,two,307.1555555555556,2.5622992515563965,3,1675
1676,great,326.9782608695652,2.713809013366699,5,1676
1677,"stones,",328.6304347826087,4.796646118164063,7,1677
1678,which,327.989010989011,2.7457191944122314,5,1678
1679,the,335.3956043956044,1.150059461593628,3,1679
1680,big,330.38461538461536,2.83831000328064,3,1680
1681,wheel,318.34444444444443,4.900049686431885,5,1681
1682,kept,331.35555555555555,4.171791076660156,4,1682
1683,whizzing,333.1630434782608,5.886048316955566,8,1683
1684,round,330.83333333333337,4.098094940185547,5,1684
1685,and,340.54945054945057,1.185942769050598,3,1685
1686,round.,352.9333333333333,3.725317478179932,6,1686
1687,The,352.8901098901099,0.9189621806144714,3,1687
1688,"stones,",355.7078651685394,4.731764793395996,7,1688
1689,smoothed,370.945054945055,5.066512107849121,8,1689
1690,by,344.032967032967,2.4773097038269043,2,1690
1691,the,314.5280898876405,0.5911795496940613,3,1691
1692,"spinning,",344.82022471910113,5.407384872436523,9,1692
1693,were,360.0769230769231,2.654127359390259,4,1693
1694,busy,340.3736263736264,3.532660961151123,4,1694
1695,grinding,352.2717391304348,5.090634822845459,8,1695
1696,the,335.91208791208794,2.1980643272399902,3,1696
1697,wheat,316.6629213483146,5.080357074737549,5,1697
1698,into,339.2608695652174,2.9646449089050293,4,1698
1699,flour,336.6086956521739,5.469442367553711,5,1699
1700,and,326.16666666666663,1.4010926485061646,3,1700
1701,the,308.38461538461536,1.09398090839386,3,1701
1702,corn,320.53260869565213,4.131814002990723,4,1702
1703,into,311.6521739130435,2.9241433143615723,4,1703
1704,golden,319.7472527472528,4.973060607910156,6,1704
1705,meal.,323.1,4.709906578063965,5,1705
1706,But,355.4835164835165,1.6021519899368286,3,1706
1707,what,352.65934065934067,2.026510238647461,4,1707
1708,giant,340.02197802197804,5.286951065063477,5,1708
1709,do,380.1739130434783,3.419506311416626,2,1709
1710,you,389.8695652173913,1.0348122119903564,3,1710
1711,suppose,367.6739130434783,3.5510900020599365,7,1711
1712,it,348.50549450549454,1.4224834442138672,2,1712
1713,was,306.7934782608696,0.8285530209541321,3,1713
1714,who,319.8222222222222,3.2893362045288086,3,1714
1715,could,335.5666666666667,1.8861496448516848,5,1715
1716,turn,317.4835164835165,2.783738374710083,4,1716
1717,and,329.13186813186815,1.7479020357131958,3,1717
1718,swing,341.8478260869565,5.085701942443848,5,1718
1719,that,334.5760869565217,2.4268686771392822,4,1719
1720,tremendous,353.5978260869565,5.275308132171631,10,1720
1721,wheel?,363.0,4.759324550628662,6,1721
1722,No,365.7065217391304,2.340580463409424,2,1722
1723,giant,366.1428571428572,5.025899410247803,5,1723
1724,at,320.45652173913044,2.420480728149414,2,1724
1725,all.,333.5326086956522,1.4656997919082642,4,1725
1726,It,313.9450549450549,1.4451422691345217,2,1726
1727,was,302.4673913043478,0.8285530209541321,3,1727
1728,just,301.9891304347826,2.23672103881836,4,1728
1729,our,292.6222222222222,3.279304265975952,3,1729
1730,tiny,309.0108695652174,4.574403285980225,4,1730
1731,little,314.44565217391306,3.521519660949707,6,1731
1732,water,315.2282608695652,2.900304317474365,5,1732
1733,"drops,",331.0,4.954713821411133,6,1733
1734,who,341.9891304347826,3.031449317932129,3,1734
1735,sprang,331.3913043478261,5.162318229675293,6,1735
1736,on,319.3076923076923,2.460235834121704,2,1736
1737,it,316.5,2.023289918899536,2,1737
1738,by,310.5274725274725,2.4162731170654297,2,1738
1739,hundreds,322.6703296703297,3.7269346714019775,8,1739
1740,and,325.0760869565217,2.0821218490600586,3,1740
1741,"thousands,",362.8043478260869,4.777028560638428,10,1741
1742,and,326.8131868131868,2.4136173725128174,3,1742
1743,whirled,345.04395604395603,5.633750915527344,7,1743
1744,it,323.032967032967,2.785309314727783,2,1744
1745,over,342.53333333333336,2.478989839553833,4,1745
1746,and,296.29213483146066,1.430145025253296,3,1746
1747,over.,310.3296703296703,2.888503074645996,5,1747
1748,It,316.64835164835165,1.4451422691345217,2,1748
1749,was,336.3736263736264,0.8285530209541321,3,1749
1750,lucky,310.42045454545456,3.773076295852661,5,1750
1751,for,301.55555555555554,2.328086853027344,3,1751
1752,the,326.4333333333333,0.7050951719284058,3,1752
1753,water,309.3478260869565,2.839059829711914,5,1753
1754,drops,315.48888888888894,4.954713821411133,5,1754
1755,that,310.6222222222222,2.420510053634644,4,1755
1756,the,291.0888888888889,0.8798593282699585,3,1756
1757,brook,288.1777777777778,5.932311534881592,5,1757
